config,vulnerability,severity
JWT_SECRET_LENGTH=7;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3732,unknown,unknown
JWT_SECRET_LENGTH=20;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1030,unknown,unknown
JWT_SECRET_LENGTH=42;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1934,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1935,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1936,unknown,unknown
JWT_SECRET_LENGTH=12;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1937,unknown,unknown
JWT_SECRET_LENGTH=47;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3739,unknown,unknown
JWT_SECRET_LENGTH=21;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1037,unknown,unknown
JWT_SECRET_LENGTH=43;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1941,unknown,unknown
JWT_SECRET_LENGTH=6;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1942,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1944,unknown,unknown
JWT_SECRET_LENGTH=26;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1945,unknown,unknown
JWT_SECRET_LENGTH=48;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3746,unknown,unknown
JWT_SECRET_LENGTH=11;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1044,unknown,unknown
JWT_SECRET_LENGTH=19;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1948,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1949,unknown,unknown
JWT_SECRET_LENGTH=31;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1950,unknown,unknown
JWT_SECRET_LENGTH=53;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1951,unknown,unknown
JWT_SECRET_LENGTH=5;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1952,unknown,unknown
JWT_SECRET_LENGTH=24;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=3753,unknown,unknown
JWT_SECRET_LENGTH=45;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1051,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1955,unknown,unknown
JWT_SECRET_LENGTH=58;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1956,unknown,unknown
JWT_SECRET_LENGTH=10;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1957,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1959,unknown,unknown
JWT_SECRET_LENGTH=20;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3760,unknown,unknown
JWT_SECRET_LENGTH=63;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1058,unknown,unknown
JWT_SECRET_LENGTH=15;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1962,unknown,unknown
JWT_SECRET_LENGTH=18;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1963,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1964,unknown,unknown
JWT_SECRET_LENGTH=25;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1965,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1966,unknown,unknown
JWT_SECRET_LENGTH=9;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3767,unknown,unknown
JWT_SECRET_LENGTH=23;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1065,unknown,unknown
JWT_SECRET_LENGTH=43;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1969,unknown,unknown
JWT_SECRET_LENGTH=30;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1970,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1971,unknown,unknown
JWT_SECRET_LENGTH=14;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1972,unknown,unknown
JWT_SECRET_LENGTH=48;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3774,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1072,unknown,unknown
JWT_SECRET_LENGTH=45;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1976,unknown,unknown
JWT_SECRET_LENGTH=8;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1977,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1979,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1980,unknown,unknown
JWT_SECRET_LENGTH=50;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=3781,unknown,unknown
JWT_SECRET_LENGTH=13;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1079,unknown,unknown
JWT_SECRET_LENGTH=22;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1983,unknown,unknown
JWT_SECRET_LENGTH=41;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1984,unknown,unknown
JWT_SECRET_LENGTH=24;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1985,unknown,unknown
JWT_SECRET_LENGTH=55;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1986,unknown,unknown
JWT_SECRET_LENGTH=7;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1987,unknown,unknown
JWT_SECRET_LENGTH=27;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3788,unknown,unknown
JWT_SECRET_LENGTH=46;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1086,unknown,unknown
JWT_SECRET_LENGTH=29;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1990,unknown,unknown
JWT_SECRET_LENGTH=60;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1991,unknown,unknown
JWT_SECRET_LENGTH=12;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1992,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1994,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3795,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1093,unknown,unknown
JWT_SECRET_LENGTH=6;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1997,unknown,unknown
JWT_SECRET_LENGTH=21;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1998,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1999,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2000,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2001,unknown,unknown
JWT_SECRET_LENGTH=11;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3802,unknown,unknown
JWT_SECRET_LENGTH=26;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1100,unknown,unknown
JWT_SECRET_LENGTH=44;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2004,unknown,unknown
JWT_SECRET_LENGTH=23;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2005,unknown,unknown
JWT_SECRET_LENGTH=42;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2006,unknown,unknown
JWT_SECRET_LENGTH=5;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2007,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=3809,unknown,unknown
JWT_SECRET_LENGTH=28;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1107,unknown,unknown
JWT_SECRET_LENGTH=47;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2011,unknown,unknown
JWT_SECRET_LENGTH=10;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2012,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2014,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2015,unknown,unknown
JWT_SECRET_LENGTH=52;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3816,unknown,unknown
JWT_SECRET_LENGTH=15;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1114,unknown,unknown
JWT_SECRET_LENGTH=25;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2018,unknown,unknown
JWT_SECRET_LENGTH=42;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2019,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2020,unknown,unknown
JWT_SECRET_LENGTH=57;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2021,unknown,unknown
JWT_SECRET_LENGTH=9;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2022,unknown,unknown
JWT_SECRET_LENGTH=30;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3823,unknown,unknown
JWT_SECRET_LENGTH=47;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1121,unknown,unknown
JWT_SECRET_LENGTH=22;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2025,unknown,unknown
JWT_SECRET_LENGTH=62;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2026,unknown,unknown
JWT_SECRET_LENGTH=14;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2027,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2029,unknown,unknown
JWT_SECRET_LENGTH=27;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3830,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1128,unknown,unknown
JWT_SECRET_LENGTH=8;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2032,unknown,unknown
JWT_SECRET_LENGTH=24;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2033,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2034,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2035,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2036,unknown,unknown
JWT_SECRET_LENGTH=13;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=3837,unknown,unknown
JWT_SECRET_LENGTH=29;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1135,unknown,unknown
JWT_SECRET_LENGTH=45;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2039,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2040,unknown,unknown
JWT_SECRET_LENGTH=44;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2041,unknown,unknown
JWT_SECRET_LENGTH=7;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2042,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3844,unknown,unknown
JWT_SECRET_LENGTH=21;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1142,unknown,unknown
JWT_SECRET_LENGTH=49;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2046,unknown,unknown
JWT_SECRET_LENGTH=12;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2047,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2049,unknown,unknown
JWT_SECRET_LENGTH=26;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2050,unknown,unknown
JWT_SECRET_LENGTH=54;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3851,unknown,unknown
JWT_SECRET_LENGTH=6;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1149,unknown,unknown
JWT_SECRET_LENGTH=28;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2053,unknown,unknown
JWT_SECRET_LENGTH=43;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2054,unknown,unknown
JWT_SECRET_LENGTH=31;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2055,unknown,unknown
JWT_SECRET_LENGTH=59;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2056,unknown,unknown
JWT_SECRET_LENGTH=11;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2057,unknown,unknown
JWT_SECRET_LENGTH=17;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3858,unknown,unknown
JWT_SECRET_LENGTH=48;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1156,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2060,unknown,unknown
JWT_SECRET_LENGTH=64;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2061,unknown,unknown
JWT_SECRET_LENGTH=5;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2062,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2064,unknown,unknown
JWT_SECRET_LENGTH=20;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=3865,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1163,unknown,unknown
JWT_SECRET_LENGTH=10;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2067,unknown,unknown
JWT_SECRET_LENGTH=27;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2068,unknown,unknown
JWT_SECRET_LENGTH=41;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2069,unknown,unknown
JWT_SECRET_LENGTH=25;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2070,unknown,unknown
JWT_SECRET_LENGTH=41;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2071,unknown,unknown
JWT_SECRET_LENGTH=15;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3872,unknown,unknown
JWT_SECRET_LENGTH=16;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1170,unknown,unknown
JWT_SECRET_LENGTH=46;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2074,unknown,unknown
JWT_SECRET_LENGTH=30;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2075,unknown,unknown
JWT_SECRET_LENGTH=46;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2076,unknown,unknown
JWT_SECRET_LENGTH=9;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2077,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3879,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1177,unknown,unknown
JWT_SECRET_LENGTH=51;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2081,unknown,unknown
JWT_SECRET_LENGTH=14;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2082,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2084,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2085,unknown,unknown
JWT_SECRET_LENGTH=56;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3886,unknown,unknown
JWT_SECRET_LENGTH=8;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1184,unknown,unknown
JWT_SECRET_LENGTH=31;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2088,unknown,unknown
JWT_SECRET_LENGTH=44;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2089,unknown,unknown
JWT_SECRET_LENGTH=24;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2090,unknown,unknown
JWT_SECRET_LENGTH=61;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2091,unknown,unknown
JWT_SECRET_LENGTH=13;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2092,unknown,unknown
JWT_SECRET_LENGTH=20;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=3893,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1191,unknown,unknown
JWT_SECRET_LENGTH=29;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2095,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2096,unknown,unknown
JWT_SECRET_LENGTH=7;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2097,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2099,unknown,unknown
JWT_SECRET_LENGTH=34;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3900,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1198,unknown,unknown
JWT_SECRET_LENGTH=12;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2102,unknown,unknown
JWT_SECRET_LENGTH=30;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2103,unknown,unknown
JWT_SECRET_LENGTH=42;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2104,unknown,unknown
JWT_SECRET_LENGTH=39;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2105,unknown,unknown
JWT_SECRET_LENGTH=43;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2106,unknown,unknown
JWT_SECRET_LENGTH=6;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3907,unknown,unknown
JWT_SECRET_LENGTH=19;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1205,unknown,unknown
JWT_SECRET_LENGTH=47;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2109,unknown,unknown
JWT_SECRET_LENGTH=23;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2110,unknown,unknown
JWT_SECRET_LENGTH=48;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2111,unknown,unknown
JWT_SECRET_LENGTH=11;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2112,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3914,unknown,unknown
JWT_SECRET_LENGTH=28;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1212,unknown,unknown
JWT_SECRET_LENGTH=53;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2116,unknown,unknown
JWT_SECRET_LENGTH=5;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2117,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2119,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2120,unknown,unknown
JWT_SECRET_LENGTH=58;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=3921,unknown,unknown
JWT_SECRET_LENGTH=10;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1219,unknown,unknown
JWT_SECRET_LENGTH=18;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2123,unknown,unknown
JWT_SECRET_LENGTH=45;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2124,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2125,unknown,unknown
JWT_SECRET_LENGTH=63;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2126,unknown,unknown
JWT_SECRET_LENGTH=15;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2127,unknown,unknown
JWT_SECRET_LENGTH=23;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3928,unknown,unknown
JWT_SECRET_LENGTH=33;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=1226,unknown,unknown
JWT_SECRET_LENGTH=22;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2130,unknown,unknown
JWT_SECRET_LENGTH=35;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2131,unknown,unknown
JWT_SECRET_LENGTH=9;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2132,unknown,unknown
JWT_SECRET_LENGTH=38;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2134,unknown,unknown
JWT_SECRET_LENGTH=27;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3935,unknown,unknown
JWT_SECRET_LENGTH=40;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1233,unknown,unknown
JWT_SECRET_LENGTH=14;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2137,unknown,unknown
JWT_SECRET_LENGTH=17;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2138,unknown,unknown
JWT_SECRET_LENGTH=43;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2139,unknown,unknown
JWT_SECRET_LENGTH=32;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2140,unknown,unknown
JWT_SECRET_LENGTH=45;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2141,unknown,unknown
JWT_SECRET_LENGTH=8;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=3942,unknown,unknown
JWT_SECRET_LENGTH=22;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=1240,unknown,unknown
JWT_SECRET_LENGTH=48;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2144,unknown,unknown
JWT_SECRET_LENGTH=37;COOKIE_SECURE=1;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=2145,unknown,unknown
JWT_SECRET_LENGTH=50;COOKIE_SECURE=0;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2146,unknown,unknown
JWT_SECRET_LENGTH=13;COOKIE_SECURE=1;COOKIE_HTTPONLY=1;SESSION_TIMEOUT=2147,unknown,unknown
JWT_SECRET_LENGTH=36;COOKIE_SECURE=0;COOKIE_HTTPONLY=0;SESSION_TIMEOUT=3949,unknown,unknown
