jwt_secret_length,cookie_secure,cookie_httponly,session_timeout,vulnerability,severity
32,0,0,2449,insecure_cookie,high
33,1,1,2450,none,low
40,1,1,6051,long_session,medium
14,0,1,1250,weak_jwt_secret,high
20,1,0,2453,missing_httponly,medium
37,1,1,2454,none,low
38,0,1,2455,insecure_cookie,high
45,1,1,2456,none,low
8,1,0,2457,weak_jwt_secret,high
25,0,1,6058,insecure_cookie,high
42,1,1,1257,none,low
22,1,1,2460,none,low
50,0,0,2461,insecure_cookie,high
13,1,1,2462,weak_jwt_secret,high
30,1,1,2463,none,low
47,0,1,2464,insecure_cookie,high
27,1,0,6065,missing_httponly,medium
55,1,1,1264,none,low
7,0,1,2467,weak_jwt_secret,high
19,1,1,2468,none,low
35,1,0,2469,missing_httponly,medium
32,0,1,2470,insecure_cookie,high
60,1,1,2471,none,low
12,1,1,6072,weak_jwt_secret,high
24,0,0,1271,insecure_cookie,high
40,1,1,2474,none,low
37,1,1,2475,none,low
32,0,1,2476,insecure_cookie,high
6,1,0,2477,weak_jwt_secret,high
29,1,1,2478,none,low
45,0,1,6079,insecure_cookie,high
21,1,1,1278,none,low
37,1,0,2481,missing_httponly,medium
11,0,1,2482,weak_jwt_secret,high
18,1,1,2483,none,low
33,1,1,2484,none,low
26,0,0,2485,insecure_cookie,high
42,1,1,6086,long_session,medium
5,1,1,1285,weak_jwt_secret,high
23,0,1,2488,insecure_cookie,high
38,1,0,2489,missing_httponly,medium
31,1,1,2490,none,low
47,0,1,2491,insecure_cookie,high
10,1,1,2492,weak_jwt_secret,high
28,1,0,6093,missing_httponly,medium
43,0,1,1292,insecure_cookie,high
36,1,1,2495,none,low
52,1,1,2496,none,low
15,0,0,2497,weak_jwt_secret,high
17,1,1,2498,none,low
48,1,1,2499,none,low
20,0,1,6100,insecure_cookie,high
57,1,0,1299,missing_httponly,medium
9,1,1,2502,weak_jwt_secret,high
22,0,1,2503,insecure_cookie,high
36,1,1,2504,none,low
25,1,0,2505,missing_httponly,medium
62,0,1,2506,insecure_cookie,high
14,1,1,6107,weak_jwt_secret,high
27,1,1,1306,none,low
41,0,0,2509,insecure_cookie,high
30,1,1,2510,none,low
34,1,1,2511,none,low
8,0,1,2512,weak_jwt_secret,high
16,1,0,2513,missing_httponly,medium
46,1,1,6114,long_session,medium
35,0,1,1313,insecure_cookie,high
39,1,1,2516,none,low
13,1,0,2517,weak_jwt_secret,high
21,0,1,2518,insecure_cookie,high
34,1,1,2519,none,low
40,1,1,2520,none,low
44,0,0,6121,insecure_cookie,high
7,1,1,1320,weak_jwt_secret,high
26,1,1,2523,none,low
39,0,1,2524,insecure_cookie,high
24,1,0,2525,missing_httponly,medium
49,1,1,2526,none,low
12,0,1,2527,weak_jwt_secret,high
31,1,1,6128,long_session,medium
44,1,0,1327,missing_httponly,medium
29,0,1,2530,insecure_cookie,high
54,1,1,2531,none,low
6,1,1,2532,weak_jwt_secret,high
20,0,0,2533,insecure_cookie,high
32,1,1,2534,none,low
34,1,1,6135,long_session,medium
59,0,1,1334,insecure_cookie,high
11,1,0,2537,weak_jwt_secret,high
25,1,1,2538,none,low
37,0,1,2539,insecure_cookie,high
39,1,1,2540,none,low
64,1,0,2541,missing_httponly,medium
5,0,1,6142,weak_jwt_secret,high
30,1,1,1341,none,low
42,1,1,2544,none,low
23,0,0,2545,insecure_cookie,high
36,1,1,2546,none,low
10,1,1,2547,weak_jwt_secret,high
19,0,1,2548,insecure_cookie,high
47,1,0,6149,missing_httponly,medium
28,1,1,1348,none,low
41,0,1,2551,insecure_cookie,high
15,1,1,2552,weak_jwt_secret,high
24,1,0,2553,missing_httponly,medium
35,0,1,2554,insecure_cookie,high
33,1,1,2555,none,low
46,1,1,6156,long_session,medium
9,0,0,1355,weak_jwt_secret,high
29,1,1,2558,none,low
40,1,1,2559,none,low
38,0,1,2560,insecure_cookie,high
51,1,0,2561,missing_httponly,medium
14,1,1,2562,weak_jwt_secret,high
18,0,1,6163,insecure_cookie,high
45,1,1,1362,none,low
22,1,0,2565,missing_httponly,medium
56,0,1,2566,insecure_cookie,high
8,1,1,2567,weak_jwt_secret,high
23,1,1,2568,none,low
33,0,0,2569,insecure_cookie,high
27,1,1,6170,long_session,medium
61,1,1,1369,none,low
13,0,1,2572,weak_jwt_secret,high
28,1,0,2573,missing_httponly,medium
38,1,1,2574,none,low
32,0,1,2575,insecure_cookie,high
33,1,1,2576,none,low
7,1,0,6177,weak_jwt_secret,high
17,0,1,1376,insecure_cookie,high
43,1,1,2579,none,low
37,1,1,2580,none,low
38,0,0,2581,insecure_cookie,high
12,1,1,2582,weak_jwt_secret,high
22,1,1,2583,none,low
48,0,1,6184,insecure_cookie,high
21,1,0,1383,missing_httponly,medium
43,1,1,2586,none,low
6,0,1,2587,weak_jwt_secret,high
27,1,1,2588,none,low
36,1,0,2589,missing_httponly,medium
26,0,1,2590,insecure_cookie,high
48,1,1,6191,long_session,medium
11,1,1,1390,weak_jwt_secret,high
16,0,0,2593,insecure_cookie,high
41,1,1,2594,none,low
31,1,1,2595,none,low
53,0,1,2596,insecure_cookie,high
5,1,0,2597,weak_jwt_secret,high
21,1,1,6198,long_session,medium
46,0,1,1397,insecure_cookie,high
36,1,1,2600,none,low
58,1,0,2601,missing_httponly,medium
10,0,1,2602,weak_jwt_secret,high
26,1,1,2603,none,low
34,1,1,2604,none,low
20,0,0,6205,insecure_cookie,high
63,1,1,1404,none,low
15,1,1,2607,weak_jwt_secret,high
31,0,1,2608,insecure_cookie,high
39,1,0,2609,missing_httponly,medium
25,1,1,2610,none,low
35,0,1,2611,insecure_cookie,high
9,1,1,6212,weak_jwt_secret,high
20,1,0,1411,missing_httponly,medium
44,0,1,2614,insecure_cookie,high
30,1,1,2615,none,low
40,1,1,2616,none,low
14,0,0,2617,weak_jwt_secret,high
25,1,1,2618,none,low
32,1,1,6219,long_session,medium
35,0,1,1418,insecure_cookie,high
45,1,0,2621,missing_httponly,medium
8,1,1,2622,weak_jwt_secret,high
30,0,1,2623,insecure_cookie,high
37,1,1,2624,none,low
40,1,0,2625,missing_httponly,medium
50,0,1,6226,insecure_cookie,high
13,1,1,1425,weak_jwt_secret,high
19,1,1,2628,none,low
42,0,0,2629,insecure_cookie,high
24,1,1,2630,none,low
55,1,1,2631,none,low
7,0,1,2632,weak_jwt_secret,high
24,1,0,6233,missing_httponly,medium
47,1,1,1432,none,low
29,0,1,2635,insecure_cookie,high
60,1,1,2636,none,low
12,1,0,2637,weak_jwt_secret,high
29,0,1,2638,insecure_cookie,high
35,1,1,2639,none,low
34,1,1,6240,long_session,medium
32,0,0,1439,insecure_cookie,high
6,1,1,2642,weak_jwt_secret,high
18,1,1,2643,none,low
40,0,1,2644,insecure_cookie,high
39,1,0,2645,missing_httponly,medium
37,1,1,2646,none,low
11,0,1,6247,weak_jwt_secret,high
23,1,1,1446,none,low
45,1,0,2649,missing_httponly,medium
23,0,1,2650,insecure_cookie,high
42,1,1,2651,none,low
5,1,1,2652,weak_jwt_secret,high
28,0,0,2653,insecure_cookie,high
33,1,1,6254,long_session,medium
28,1,1,1453,none,low
47,0,1,2656,insecure_cookie,high
10,1,0,2657,weak_jwt_secret,high
17,1,1,2658,none,low
38,0,1,2659,insecure_cookie,high
33,1,1,2660,none,low
52,1,0,6261,missing_httponly,medium
15,0,1,1460,weak_jwt_secret,high
22,1,1,2663,none,low
43,1,1,2664,none,low
38,0,0,2665,insecure_cookie,high
57,1,1,2666,none,low
9,1,1,2667,weak_jwt_secret,high
27,0,1,6268,insecure_cookie,high
48,1,0,1467,missing_httponly,medium
22,1,1,2670,none,low
62,0,1,2671,insecure_cookie,high
14,1,1,2672,weak_jwt_secret,high
16,1,0,2673,missing_httponly,medium
36,0,1,2674,insecure_cookie,high
27,1,1,6275,long_session,medium
34,1,1,1474,none,low
8,0,0,2677,weak_jwt_secret,high
21,1,1,2678,none,low
41,1,1,2679,none,low
32,0,1,2680,insecure_cookie,high
39,1,0,2681,missing_httponly,medium
13,1,1,6282,weak_jwt_secret,high
26,0,1,1481,insecure_cookie,high
46,1,1,2684,none,low
37,1,0,2685,missing_httponly,medium
44,0,1,2686,insecure_cookie,high
7,1,1,2687,weak_jwt_secret,high
31,1,1,2688,none,low
34,0,0,6289,insecure_cookie,high
21,1,1,1488,none,low
49,1,1,2691,none,low
12,0,1,2692,weak_jwt_secret,high
20,1,0,2693,missing_httponly,medium
39,1,1,2694,none,low
26,0,1,2695,insecure_cookie,high
54,1,1,6296,long_session,medium
6,1,0,1495,weak_jwt_secret,high
25,0,1,2698,insecure_cookie,high
44,1,1,2699,none,low
31,1,1,2700,none,low
59,0,0,2701,insecure_cookie,high
11,1,1,2702,weak_jwt_secret,high
30,1,1,6303,long_session,medium
32,0,1,1502,insecure_cookie,high
36,1,0,2705,missing_httponly,medium
64,1,1,2706,none,low
5,0,1,2707,weak_jwt_secret,high
19,1,1,2708,none,low
37,1,0,2709,missing_httponly,medium
20,0,1,6310,insecure_cookie,high
36,1,1,1509,none,low
10,1,1,2712,weak_jwt_secret,high
24,0,0,2713,insecure_cookie,high
42,1,1,2714,none,low
25,1,1,2715,none,low
41,0,1,2716,insecure_cookie,high
15,1,0,6317,weak_jwt_secret,high
29,1,1,1516,none,low
47,0,1,2719,insecure_cookie,high
30,1,1,2720,none,low
46,1,0,2721,missing_httponly,medium
9,0,1,2722,weak_jwt_secret,high
18,1,1,2723,none,low
35,1,1,6324,long_session,medium
35,0,0,1523,insecure_cookie,high
51,1,1,2726,none,low
14,1,1,2727,weak_jwt_secret,high
23,0,1,2728,insecure_cookie,high
40,1,0,2729,missing_httponly,medium
40,1,1,2730,none,low
56,0,1,6331,insecure_cookie,high
8,1,1,1530,weak_jwt_secret,high
28,1,0,2733,missing_httponly,medium
45,0,1,2734,insecure_cookie,high
24,1,1,2735,none,low
61,1,1,2736,none,low
13,0,0,2737,weak_jwt_secret,high
17,1,1,6338,long_session,medium
33,1,1,1537,none,low
29,0,1,2740,insecure_cookie,high
33,1,0,2741,missing_httponly,medium
7,1,1,2742,weak_jwt_secret,high
22,0,1,2743,insecure_cookie,high
38,1,1,2744,none,low
34,1,0,6345,missing_httponly,medium
38,0,1,1544,insecure_cookie,high
12,1,1,2747,weak_jwt_secret,high
27,1,1,2748,none,low
43,0,0,2749,insecure_cookie,high
39,1,1,2750,none,low
43,1,1,2751,none,low
6,0,1,6352,weak_jwt_secret,high
16,1,0,1551,missing_httponly,medium
48,1,1,2754,none,low
23,0,1,2755,insecure_cookie,high
48,1,1,2756,none,low
11,1,0,2757,weak_jwt_secret,high
21,0,1,2758,insecure_cookie,high
36,1,1,6359,long_session,medium
28,1,1,1558,none,low
53,0,0,2761,insecure_cookie,high
5,1,1,2762,weak_jwt_secret,high
26,1,1,2763,none,low
41,0,1,2764,insecure_cookie,high
33,1,0,2765,missing_httponly,medium
58,1,1,6366,long_session,medium
10,0,1,1565,weak_jwt_secret,high
31,1,1,2768,none,low
46,1,0,2769,missing_httponly,medium
38,0,1,2770,insecure_cookie,high
63,1,1,2771,none,low
15,1,1,2772,weak_jwt_secret,high
20,0,0,6373,insecure_cookie,high
34,1,1,1572,none,low
22,1,1,2775,none,low
35,0,1,2776,insecure_cookie,high
9,1,0,2777,weak_jwt_secret,high
25,1,1,2778,none,low
39,0,1,2779,insecure_cookie,high
27,1,1,6380,long_session,medium
40,1,0,1579,missing_httponly,medium
14,0,1,2782,weak_jwt_secret,high
30,1,1,2783,none,low
44,1,1,2784,none,low
32,0,0,2785,insecure_cookie,high
45,1,1,2786,none,low
8,1,1,6387,weak_jwt_secret,high
19,0,1,1586,insecure_cookie,high
32,1,0,2789,missing_httponly,medium
37,1,1,2790,none,low
50,0,1,2791,insecure_cookie,high
13,1,1,2792,weak_jwt_secret,high
24,1,0,2793,missing_httponly,medium
37,0,1,6394,insecure_cookie,high
21,1,1,1593,none,low
55,1,1,2796,none,low
7,0,0,2797,weak_jwt_secret,high
29,1,1,2798,none,low
42,1,1,2799,none,low
26,0,1,2800,insecure_cookie,high
60,1,0,6401,missing_httponly,medium
12,1,1,1600,weak_jwt_secret,high
18,0,1,2803,insecure_cookie,high
47,1,1,2804,none,low
31,1,0,2805,missing_httponly,medium
32,0,1,2806,insecure_cookie,high
6,1,1,2807,weak_jwt_secret,high
23,1,1,6408,long_session,medium
35,0,0,1607,insecure_cookie,high
36,1,1,2810,none,low
37,1,1,2811,none,low
11,0,1,2812,weak_jwt_secret,high
28,1,0,2813,missing_httponly,medium
40,1,1,2814,none,low
20,0,1,6415,insecure_cookie,high
42,1,1,1614,none,low
5,1,0,2817,weak_jwt_secret,high
17,0,1,2818,insecure_cookie,high
45,1,1,2819,none,low
25,1,1,2820,none,low
47,0,0,2821,insecure_cookie,high
10,1,1,6422,weak_jwt_secret,high
22,1,1,1621,none,low
33,0,1,2824,insecure_cookie,high
30,1,0,2825,missing_httponly,medium
52,1,1,2826,none,low
15,0,1,2827,weak_jwt_secret,high
27,1,1,2828,none,low
38,1,0,6429,missing_httponly,medium
35,0,1,1628,insecure_cookie,high
57,1,1,2831,none,low
9,1,1,2832,weak_jwt_secret,high
16,0,0,2833,insecure_cookie,high
43,1,1,2834,none,low
40,1,1,2835,none,low
62,0,1,6436,insecure_cookie,high
14,1,0,1635,weak_jwt_secret,high
21,1,1,2838,none,low
48,0,1,2839,insecure_cookie,high
24,1,1,2840,none,low
34,1,0,2841,missing_httponly,medium
8,0,1,2842,weak_jwt_secret,high
26,1,1,6443,long_session,medium
36,1,1,1642,none,low
29,0,0,2845,insecure_cookie,high
39,1,1,2846,none,low
13,1,1,2847,weak_jwt_secret,high
31,0,1,2848,insecure_cookie,high
41,1,0,2849,missing_httponly,medium
34,1,1,6450,long_session,medium
44,0,1,1649,insecure_cookie,high
7,1,1,2852,weak_jwt_secret,high
20,1,0,2853,missing_httponly,medium
46,0,1,2854,insecure_cookie,high
39,1,1,2855,none,low
49,1,1,2856,none,low
12,0,0,6457,weak_jwt_secret,high
25,1,1,1656,none,low
34,1,1,2859,none,low
23,0,1,2860,insecure_cookie,high
54,1,0,2861,missing_httponly,medium
6,1,1,2862,weak_jwt_secret,high
30,0,1,2863,insecure_cookie,high
39,1,1,6464,long_session,medium
28,1,0,1663,missing_httponly,medium
59,0,1,2866,insecure_cookie,high
11,1,1,2867,weak_jwt_secret,high
19,1,1,2868,none,low
44,0,0,2869,insecure_cookie,high
33,1,1,2870,none,low
64,1,1,6471,long_session,medium
5,0,1,1670,weak_jwt_secret,high
24,1,0,2873,missing_httponly,medium
32,1,1,2874,none,low
38,0,1,2875,insecure_cookie,high
36,1,1,2876,none,low
10,1,0,2877,weak_jwt_secret,high
29,0,1,6478,insecure_cookie,high
37,1,1,1677,none,low
22,1,1,2880,none,low
41,0,0,2881,insecure_cookie,high
15,1,1,2882,weak_jwt_secret,high
18,1,1,2883,none,low
42,0,1,2884,insecure_cookie,high
27,1,0,6485,missing_httponly,medium
46,1,1,1684,none,low
9,0,1,2887,weak_jwt_secret,high
23,1,1,2888,none,low
47,1,0,2889,missing_httponly,medium
32,0,1,2890,insecure_cookie,high
51,1,1,2891,none,low
14,1,1,6492,weak_jwt_secret,high
28,0,0,1691,insecure_cookie,high
35,1,1,2894,none,low
37,1,1,2895,none,low
56,0,1,2896,insecure_cookie,high
8,1,0,2897,weak_jwt_secret,high
17,1,1,2898,none,low
40,0,1,6499,insecure_cookie,high
21,1,1,1698,none,low
61,1,0,2901,missing_httponly,medium
13,0,1,2902,weak_jwt_secret,high
22,1,1,2903,none,low
45,1,1,2904,none,low
26,0,0,2905,insecure_cookie,high
33,1,1,6506,long_session,medium
7,1,1,1705,weak_jwt_secret,high
27,0,1,2908,insecure_cookie,high
33,1,0,2909,missing_httponly,medium
31,1,1,2910,none,low
38,0,1,2911,insecure_cookie,high
12,1,1,2912,weak_jwt_secret,high
16,1,0,6513,missing_httponly,medium
38,0,1,1712,insecure_cookie,high
36,1,1,2915,none,low
43,1,1,2916,none,low
6,0,0,2917,weak_jwt_secret,high
21,1,1,2918,none,low
43,1,1,2919,none,low
20,0,1,6520,insecure_cookie,high
48,1,0,1719,missing_httponly,medium
11,1,1,2922,weak_jwt_secret,high
26,0,1,2923,insecure_cookie,high
48,1,1,2924,none,low
25,1,0,2925,missing_httponly,medium
53,0,1,2926,insecure_cookie,high
5,1,1,6527,weak_jwt_secret,high
31,1,1,1726,none,low
36,0,0,2929,insecure_cookie,high
30,1,1,2930,none,low
58,1,1,2931,none,low
10,0,1,2932,weak_jwt_secret,high
20,1,0,2933,missing_httponly,medium
41,1,1,6534,long_session,medium
35,0,1,1733,insecure_cookie,high
63,1,1,2936,none,low
15,1,0,2937,weak_jwt_secret,high
25,0,1,2938,insecure_cookie,high
46,1,1,2939,none,low
40,1,1,2940,none,low
35,0,0,6541,insecure_cookie,high
9,1,1,1740,weak_jwt_secret,high
30,1,1,2943,none,low
34,0,1,2944,insecure_cookie,high
24,1,0,2945,missing_httponly,medium
40,1,1,2946,none,low
14,0,1,2947,weak_jwt_secret,high
19,1,1,6548,long_session,medium
39,1,0,1747,missing_httponly,medium
29,0,1,2950,insecure_cookie,high
45,1,1,2951,none,low
8,1,1,2952,weak_jwt_secret,high
24,0,0,2953,insecure_cookie,high
44,1,1,2954,none,low
34,1,1,6555,long_session,medium
50,0,1,1754,insecure_cookie,high
13,1,0,2957,weak_jwt_secret,high
29,1,1,2958,none,low
32,0,1,2959,insecure_cookie,high
39,1,1,2960,none,low
55,1,0,2961,missing_httponly,medium
7,0,1,6562,weak_jwt_secret,high
18,1,1,1761,none,low
37,1,1,2964,none,low
23,0,0,2965,insecure_cookie,high
60,1,1,2966,none,low
12,1,1,2967,weak_jwt_secret,high
23,0,1,2968,insecure_cookie,high
42,1,0,6569,missing_httponly,medium
28,1,1,1768,none,low
32,0,1,2971,insecure_cookie,high
6,1,1,2972,weak_jwt_secret,high
28,1,0,2973,missing_httponly,medium
47,0,1,2974,insecure_cookie,high
33,1,1,2975,none,low
37,1,1,6576,long_session,medium
11,0,0,1775,weak_jwt_secret,high
17,1,1,2978,none,low
35,1,1,2979,none,low
38,0,1,2980,insecure_cookie,high
42,1,0,2981,missing_httponly,medium
5,1,1,2982,weak_jwt_secret,high
22,0,1,6583,insecure_cookie,high
40,1,1,1782,none,low
22,1,0,2985,missing_httponly,medium
47,0,1,2986,insecure_cookie,high
10,1,1,2987,weak_jwt_secret,high
27,1,1,2988,none,low
45,0,0,2989,insecure_cookie,high
27,1,1,6590,long_session,medium
52,1,1,1789,none,low
15,0,1,2992,weak_jwt_secret,high
16,1,0,2993,missing_httponly,medium
33,1,1,2994,none,low
32,0,1,2995,insecure_cookie,high
57,1,1,2996,none,low
9,1,0,6597,weak_jwt_secret,high
21,0,1,1796,insecure_cookie,high
38,1,1,2999,none,low
37,1,1,3000,none,low
62,0,0,3001,insecure_cookie,high
14,1,1,3002,weak_jwt_secret,high
26,1,1,3003,none,low
43,0,1,6604,insecure_cookie,high
21,1,0,302,missing_httponly,medium
34,1,1,3006,none,low
8,0,1,3007,weak_jwt_secret,high
31,1,1,3008,none,low
48,1,0,3009,missing_httponly,medium
26,0,1,3010,insecure_cookie,high
39,1,1,6611,long_session,medium
13,1,1,309,weak_jwt_secret,high
20,0,0,3013,insecure_cookie,high
36,1,1,3014,none,low
31,1,1,3015,none,low
44,0,1,3016,insecure_cookie,high
7,1,0,3017,weak_jwt_secret,high
25,1,1,6618,long_session,medium
41,0,1,316,insecure_cookie,high
36,1,1,3020,none,low
49,1,0,3021,missing_httponly,medium
12,0,1,3022,weak_jwt_secret,high
30,1,1,3023,none,low
46,1,1,3024,none,low
20,0,0,6625,insecure_cookie,high
54,1,1,323,none,low
6,1,1,3027,weak_jwt_secret,high
19,0,1,3028,insecure_cookie,high
34,1,0,3029,missing_httponly,medium
25,1,1,3030,none,low
59,0,1,3031,insecure_cookie,high
11,1,1,6632,weak_jwt_secret,high
24,1,0,330,missing_httponly,medium
39,0,1,3034,insecure_cookie,high
30,1,1,3035,none,low
64,1,1,3036,none,low
5,0,0,3037,weak_jwt_secret,high
29,1,1,3038,none,low
44,1,1,6639,long_session,medium
35,0,1,337,insecure_cookie,high
36,1,0,3041,missing_httponly,medium
10,1,1,3042,weak_jwt_secret,high
18,0,1,3043,insecure_cookie,high
32,1,1,3044,none,low
40,1,0,3045,missing_httponly,medium
41,0,1,6646,insecure_cookie,high
15,1,1,344,weak_jwt_secret,high
23,1,1,3048,none,low
37,0,0,3049,insecure_cookie,high
24,1,1,3050,none,low
46,1,1,3051,none,low
9,0,1,3052,weak_jwt_secret,high
28,1,0,6653,missing_httponly,medium
42,1,1,351,none,low
29,0,1,3055,insecure_cookie,high
51,1,1,3056,none,low
14,1,0,3057,weak_jwt_secret,high
17,0,1,3058,insecure_cookie,high
47,1,1,3059,none,low
34,1,1,6660,long_session,medium
56,0,0,358,insecure_cookie,high
8,1,1,3062,weak_jwt_secret,high
22,1,1,3063,none,low
35,0,1,3064,insecure_cookie,high
39,1,0,3065,missing_httponly,medium
61,1,1,3066,none,low
13,0,1,6667,weak_jwt_secret,high
27,1,1,365,none,low
40,1,0,3069,missing_httponly,medium
23,0,1,3070,insecure_cookie,high
33,1,1,3071,none,low
7,1,1,3072,weak_jwt_secret,high
16,0,0,3073,insecure_cookie,high
45,1,1,6674,long_session,medium
28,1,1,372,none,low
38,0,1,3076,insecure_cookie,high
12,1,0,3077,weak_jwt_secret,high
21,1,1,3078,none,low
33,0,1,3079,insecure_cookie,high
33,1,1,3080,none,low
43,1,0,6681,missing_httponly,medium
6,0,1,379,weak_jwt_secret,high
26,1,1,3083,none,low
38,1,1,3084,none,low
38,0,0,3085,insecure_cookie,high
48,1,1,3086,none,low
11,1,1,3087,weak_jwt_secret,high
31,0,1,6688,insecure_cookie,high
43,1,0,386,missing_httponly,medium
22,1,1,3090,none,low
53,0,1,3091,insecure_cookie,high
5,1,1,3092,weak_jwt_secret,high
20,1,0,3093,missing_httponly,medium
48,0,1,3094,insecure_cookie,high
27,1,1,6695,long_session,medium
58,1,1,393,none,low
10,0,0,3097,weak_jwt_secret,high
25,1,1,3098,none,low
36,1,1,3099,none,low
32,0,1,3100,insecure_cookie,high
63,1,0,3101,missing_httponly,medium
15,1,1,6702,weak_jwt_secret,high
30,0,1,400,insecure_cookie,high
41,1,1,3104,none,low
37,1,0,3105,missing_httponly,medium
35,0,1,3106,insecure_cookie,high
9,1,1,3107,weak_jwt_secret,high
19,1,1,3108,none,low
46,0,0,6709,insecure_cookie,high
21,1,1,407,none,low
40,1,1,3111,none,low
14,0,1,3112,weak_jwt_secret,high
24,1,0,3113,missing_httponly,medium
34,1,1,3114,none,low
26,0,1,3115,insecure_cookie,high
45,1,1,6716,long_session,medium
8,1,0,414,weak_jwt_secret,high
29,0,1,3118,insecure_cookie,high
39,1,1,3119,none,low
31,1,1,3120,none,low
50,0,0,3121,insecure_cookie,high
13,1,1,3122,weak_jwt_secret,high
18,1,1,6723,long_session,medium
44,0,1,421,insecure_cookie,high
36,1,0,3125,missing_httponly,medium
55,1,1,3126,none,low
7,0,1,3127,weak_jwt_secret,high
23,1,1,3128,none,low
32,1,0,3129,missing_httponly,medium
20,0,1,6730,insecure_cookie,high
60,1,1,428,none,low
12,1,1,3132,weak_jwt_secret,high
28,0,0,3133,insecure_cookie,high
37,1,1,3134,none,low
25,1,1,3135,none,low
32,0,1,3136,insecure_cookie,high
6,1,0,6737,weak_jwt_secret,high
17,1,1,435,none,low
42,0,1,3139,insecure_cookie,high
30,1,1,3140,none,low
37,1,0,3141,missing_httponly,medium
11,0,1,3142,weak_jwt_secret,high
22,1,1,3143,none,low
47,1,1,6744,long_session,medium
35,0,0,442,insecure_cookie,high
42,1,1,3146,none,low
5,1,1,3147,weak_jwt_secret,high
27,0,1,3148,insecure_cookie,high
35,1,0,3149,missing_httponly,medium
40,1,1,3150,none,low
47,0,1,6751,insecure_cookie,high
10,1,1,449,weak_jwt_secret,high
16,1,0,3153,missing_httponly,medium
40,0,1,3154,insecure_cookie,high
24,1,1,3155,none,low
52,1,1,3156,none,low
15,0,0,3157,weak_jwt_secret,high
21,1,1,6758,long_session,medium
45,1,1,456,none,low
29,0,1,3160,insecure_cookie,high
57,1,0,3161,missing_httponly,medium
9,1,1,3162,weak_jwt_secret,high
26,0,1,3163,insecure_cookie,high
33,1,1,3164,none,low
34,1,0,6765,missing_httponly,medium
62,0,1,463,insecure_cookie,high
14,1,1,3167,weak_jwt_secret,high
31,1,1,3168,none,low
38,0,0,3169,insecure_cookie,high
39,1,1,3170,none,low
34,1,1,3171,none,low
8,0,1,6772,weak_jwt_secret,high
20,1,0,470,missing_httponly,medium
43,1,1,3174,none,low
23,0,1,3175,insecure_cookie,high
39,1,1,3176,none,low
13,1,0,3177,weak_jwt_secret,high
25,0,1,3178,insecure_cookie,high
48,1,1,6779,long_session,medium
28,1,1,477,none,low
44,0,0,3181,insecure_cookie,high
7,1,1,3182,weak_jwt_secret,high
30,1,1,3183,none,low
36,0,1,3184,insecure_cookie,high
33,1,0,3185,missing_httponly,medium
49,1,1,6786,long_session,medium
12,0,1,484,weak_jwt_secret,high
19,1,1,3188,none,low
41,1,0,3189,missing_httponly,medium
38,0,1,3190,insecure_cookie,high
54,1,1,3191,none,low
6,1,1,3192,weak_jwt_secret,high
24,0,0,6793,insecure_cookie,high
46,1,1,491,none,low
22,1,1,3195,none,low
59,0,1,3196,insecure_cookie,high
11,1,0,3197,weak_jwt_secret,high
29,1,1,3198,none,low
34,0,1,3199,insecure_cookie,high
27,1,1,6800,long_session,medium
64,1,0,498,missing_httponly,medium
5,0,1,3202,weak_jwt_secret,high
18,1,1,3203,none,low
39,1,1,3204,none,low
32,0,0,3205,insecure_cookie,high
36,1,1,3206,none,low
10,1,1,6807,weak_jwt_secret,high
23,0,1,505,insecure_cookie,high
44,1,0,3209,missing_httponly,medium
37,1,1,3210,none,low
41,0,1,3211,insecure_cookie,high
15,1,1,3212,weak_jwt_secret,high
28,1,0,3213,missing_httponly,medium
32,0,1,6814,insecure_cookie,high
21,1,1,512,none,low
46,1,1,3216,none,low
9,0,0,3217,weak_jwt_secret,high
17,1,1,3218,none,low
37,1,1,3219,none,low
26,0,1,3220,insecure_cookie,high
51,1,0,6821,missing_httponly,medium
14,1,1,519,weak_jwt_secret,high
22,0,1,3223,insecure_cookie,high
42,1,1,3224,none,low
31,1,0,3225,missing_httponly,medium
56,0,1,3226,insecure_cookie,high
8,1,1,3227,weak_jwt_secret,high
27,1,1,6828,long_session,medium
47,0,0,526,insecure_cookie,high
36,1,1,3230,none,low
61,1,1,3231,none,low
13,0,1,3232,weak_jwt_secret,high
16,1,0,3233,missing_httponly,medium
35,1,1,3234,none,low
20,0,1,6835,insecure_cookie,high
33,1,1,533,none,low
7,1,0,3237,weak_jwt_secret,high
21,0,1,3238,insecure_cookie,high
40,1,1,3239,none,low
25,1,1,3240,none,low
38,0,0,3241,insecure_cookie,high
12,1,1,6842,weak_jwt_secret,high
26,1,1,540,none,low
45,0,1,3244,insecure_cookie,high
30,1,0,3245,missing_httponly,medium
43,1,1,3246,none,low
6,0,1,3247,weak_jwt_secret,high
31,1,1,3248,none,low
33,1,0,6849,missing_httponly,medium
35,0,1,547,insecure_cookie,high
48,1,1,3251,none,low
11,1,1,3252,weak_jwt_secret,high
20,0,0,3253,insecure_cookie,high
38,1,1,3254,none,low
40,1,1,3255,none,low
53,0,1,6856,insecure_cookie,high
5,1,0,554,weak_jwt_secret,high
25,1,1,3258,none,low
43,0,1,3259,insecure_cookie,high
24,1,1,3260,none,low
58,1,0,3261,missing_httponly,medium
10,0,1,3262,weak_jwt_secret,high
30,1,1,6863,long_session,medium
